tid,id,number,title,length,artist,album,year,language
147275,210134-A04,6,006-Vision,4m 54sec,Gemini,UKF Dubstep 2011,2011,Eng.
147276,44027-A022,1,001-Promise Me,4m 7sec,The Gladiators,Father an Sons (2005),null,Eng.
147277,181974-A02,24,024-A God King Falls,2m 53sec,Christopher Lennertz,Meet the Spartans (unknown),null,Eng.
147278,180132-A010,11,011-Charm Attack,4m 23sec,Leona Naess,Surfin' the Buzz: Buzz: 2000,2000,unknown
147279,87469-A059,1,001-Sprung aus den Wolken (David Duriez Briquerouge mix),unknown,Hell,Remixed (2006),null,Ger.
147280,97982-A031,8,008-En manesyg,unknown,Sort Stue,Der er blod overalt (2007),null,Dan.
147281,106064-A049,1,001-Naguine,2m 29sec,Django Reinhardt,100 Swinging Greats! (2007),null,Eng.
147282,120839-A053,23,023-Blackmail,1m 0sec,Paul Williams & Andy Grossart,Suspense (unknown),null,Eng.
147283,"007-Serenade for Strings, op. 22: III. Scherzo. Vivace",7,26234-A032,5m 56sec,Antonin Dvorak,"Symphony No. 9, ""From the New World"" / Serenade for Strings (1991)",null,Eng.
147284,216712-A041,9,009-Stomigo skurnakkiato,2m 30sec,Kurnalcool,Bumba atomika (1998),null,Ita.
147285,25661-A066,5,"005-Nem luxo, nem lixo",4m 44sec,Marina Lima,Acontecimentos (unknown),null,Por..
147286,89225-A012,12,012-Little Wonder,4m 24sec,David Bowie,Divine Symmetry (1997),null,Eng.
147287,202769-A042,7,007-Yodel 1 (2001 Digital Remaster),4m 14sec,Penguin Cafe Orchestra,A History (unknown),null,Eng.
147288,117216-A058,3,003-Shed Thy Blood (feat. Un Pacino),2m 47sec,Prodigy,roduct of the 80's (unknown),null,Eng.
147289,153041-A047,11,011-The Baron of Sentiment,5m 10sec,Augie March,"Moo, You Bloody Choir (2007)",null,Eng.
147290,107289-A068,2,002-My Heart Will Go On,4m 13sec,Neil Diamond,The Movie Album: As Time Goes By (1998),null,Eng.
147291,89669-A058,11,011-Vagina Sandwich,3m 8sec,Steve Sabo,"Midgets, Cream Corn and a Tub Full of Jello (unknown)",null,Eng.
147292,171591-A051,16,016-Vihm,5m 49sec,Silvi Vrait,Eesti kullafond (2002),null,Est.
147293,24706-A016,4,004-Treat Me Like the D og I Am,3m 33sec,Lloyd Jones,Love Gotcha (unknown),null,Eng.
147294,115302-A042,4,004-Noisehead 3,3m 35sec,EndZeit Effekt,See No Evil (2009),null,Eng.
147295,159521-A065,3,003-The world is all one !! (M@STER VERSION),4m 54sec,,The world is all one !! (2011),null,Jap.
147296,25375-A067,3,003-So What,12m 42sec,Miles Davis,In Person: Saturday Night at the Blackhawk (1961),null,Eng.
147297,138268-A014,10,010-Night Movements,2m 44sec,Walter Benton,Julian Priester & Walter Benton: Out of This World (2001),null,Eng.
147298,22387-A026,13,014-Keine Airbags,2m 44sec,Terrorgruppe,Uber Amerika (1997),null,Ger.
147299,186657-A067,12,012-'Ko nam brani,unknown,Petar Graso,The Platinum Collection (2007),null,Cro.
147300,72143-A037,4,004-Asleep at the Wheel (Bowman and Poole remix),3m 52sec,Gum,Seven Feebel Alibis (2006),null,Eng.
147301,32672-A058,3,003-Die Gailtalerin,2m 20sec,Wolfgang Ambros,"Die besten Lieder aus Watzmann, Augustin, Schaffnerlos (1991)",null,Ger.
147302,5094-A032,9,009-Metro,1m 22sec,The Devlins,Consent (2002),null,Eng.
147303,145237-A033,4,004-Mystic Ingredients,8m 24sec,Psytrain,"Goa-Head, Volume 25 (2008)",null,Eng.
147304,157878-A012,1,001-The Fan and the Bellows,3m 27sec,The  Chameleons,John Peel Sessions (1991),null,Eng.
147305,28945-A040,3,003-Version Train,3m 28sec,Lee Scratch Perry,Upsett er in Dub (1995),null,Eng.
147306,171191-A064,13,013-Coup De Grisou,3m 19sec,Piaf Edith,L'Accordeoniste (unknown),null,Fre.
147307,215647-A067,1,001-Walking the Midnight Streets,5m 13sec,Midnight Magic,Walking the Midnight Streets (2012),null,Eng.
147308,86879-A055,3,003-Plaid Lined Jacket,4m 20sec,Tom Brosseau,Big Change: Songs for FINCA (2007),null,unknonw
147309,168654-A029,3,003- ,4m 21sec,, (2007),null,Rus.
147310,219087-A0 26,11,011-Type Three (Leverage Models remix),5m 43sec,Anberlin,Vital the Remixes (2013),null,Eng.
147311,13308-A055,4,004-Me and the Radio,n.a.,Deana Carter,I'm Just a Girl (2003) (2003),null,EYng.
147312,167931-A035,31,031-Freeloader,1m 35sec,Driftwood,538 Dance Smash Hits Mix 2003,2003,Eng.
147313,74617-A04,4,004-Torrefacto Columba,1m 11sec,El Consorcio,Lo,null,Spa.
147314,105166-A061,1,"Missa solemnis for 4 Solo Voices, Chorus, Orchestra, and Organ in D Major, Op. 123: I. Kyrie",9m 35sec,Ludwig van Beethoven,unk., null,Ger.
147315,196695-A060,17,017-La despedida,unknown,Shakira,Endless (unknown),null,u.
147316,26979-A044,1,001-Double - Intro,1m 14sec,DOUBLE,Vision (2000),null,unknown
147317,24874-A047,6,006-Reload,4m 35sec,Cornerstone,Arrival (unknown),null,Eng.
147318,185635-A050,3,003-Atrium (Angger Dimas remix),4m 33sec,Joachim Garraud & ADlesia,Atrium Remix Package (2012),null,Eng.
147319,190724-A060,15,015-[untitled],1m 54sec,Portman Rachel,The Woman in Black (unknown),null,unknown
147320,11777 6-A070,9,009-What Lies Inside (alternate version),4m 33sec,Urceus Exit,Compensation for tVhe Sound of Silence (2009),null,Enng.
147321,73551-A054,12,012-Du hattest es mir sagen mussen,3m 22sec,Die Antwort,mussen alle mit. ... ewig schon (2004),null,Ger.
147322,77061-A066,16,"016-Book 14D, Beguilement on Mount Ida",3m 26sec,Homeros,The Iliad (1994),null,Eng.
147323,144202-A036,3,003,3m 22sec,Dirk Scheele,Vroem vroem - liedjes voor onderweg! (2009),null,Dut.
147324,161172-A08,13,013-,1m 49sec,",",  Vol.4 (2011),null,Jap.
147325,230686-A00,16,016-All That's Gone,6m 29sec,Tom McRae,From the Solo Lands (2014),null,Eng.
147326,163339-A022,21,021-O Soultanos - Zeimbekiko,3m 0sec,Nikos Pourpourakis,Mourmourika: Songs of the Greek Underworld (1930-1955) (1999),null,Gre.
147327,66812-A069,10,010-In the Park Version,unknown,Freddie McGregor,Showcase (1981),null,Eng.
147328,26804-A010,6,006-De fabel van de illegale,1m 48sec,vals,Vrede Vrijheid Anarchie (unknown),null,Eng.
147329,78495-A046,16,016-,3m 13sec,Cats,DEAD STOCK (2004),null,Jap.
147330,117910-A06,3,003-Sweet Enslaver,2m 12sec,Three of Cups,Higher Ground (1997),null,Eng.
147331,121975-A070,86,086-Percdussion Link (k),0m 26sec,Keith Mansfield,Historical Perspective (unknown),null,En g.
147332,205413-A040,4,004-Perfect Enemy,2m 46sec,Blood Expectoration,Disfigured Vision (2012),null,Eng.
147333,102809-A026,17,017-Midnight Special,3m 7sec,Lead Belly,"Blues & Folk Singer: Sagablues, Vol. I (2004)",null,Eng.
147334,110893-A07,4,004-Nymph of the Lake,6m 42sec,Ch'aska,Pururauca (2009),null,unknown
147335,144572-A045,15,015-Hark the Herald Angels Sing (ambient mix),2m 35sec,John Denon  Stephen O'Neil & Joel Bevan,Alternative Christmas (unknown),null,Eng.
147336,14599-A040,11,011-Cold Cold Cold,2m 37sec,Dr. John,Inthe Right Place (1990),null,Enng.
147337,704-A028,8,008-Nefarious,5m 4sec,Hallows Eve,& Insanity (1994),null,Eng.
147338,234060-A020,4,"004-Symphony no. 8 in G major, op. 88: IV. Allegro ma non troppo",10m 38sec,Antonin Dvorak,Dvorak Symphony no. 8 / The Wild Dove / The Noon Witch (2007),null,Eng.
147339,142071-A069,26,026-Earth Cry (full mix),0m 30sec,Steve Manning,Love the Planet (unknown),null,Eng.
147340,89411-A061,4,004-Just One More Time,4m 21sec,Headpins,Anthology (1987),null,null
147341,95006-A033,7,0o7-A P. Cup '  Coffee,6m 11sec,Siamese Twins,Le Grand Prince (1993),null,Eng.
147342,210754-A053,17,017-Moonlight Love,3m 37sec,The Piano Lounge Players,Piano Lounge (unknown),null,Eng.
147343,123686-A09,11,011-Que triste es,3m 15sec,Benito Kamelas,Sin trampa ni cuarton (2005),null,Spa.
147344,160802-A030,19,019-Hey,4m 39sec,James Last,60 Wereldsuccessen (2002),null,
147345,202794-A055,20,020-Tierra labrantia,2m 37sec,Garzon y Collazos,40 creaciones nimortales (1994),null,Spa.
147346,101108-A070,7,007-Limbo,3m 46sec,Playa LImbo,Canciones De Hotel Edicion Especial (2008),null,SSpa.
147347,196152-A056,4,004-No Enemies,5m 26sec,Bumcello feat. Chocolate Genius,Lychee Queen (2010),null,Eng.
147348,65769-A055,8,008-Tilbage til Byen,3m 29sec,Malurt,1980-1984 (2004),null,Dan.
147349,62481-A043,1,001-My Home's in Alabama (live),8m 20sec,Allabama,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection (2006),null,Eng.
147350,196771-A056,11,011-Rolling on the Sea,5m 0sec,Taj Mahal,2 Days in the Valley (unknown),null,Eng.
147351,59847-A037,1,001-Chariots,7m 13sec,Transglobal Underground,Bombay Lougne (2003),null,Eng.
147352,2119-A09,5,005-Queixa,5m 5sec,Caetano Veloso,Circulado Vivo (unknown),null,Por.
147353,78689-A032,9,009- -Heinrich von Ofterdigen-,2m 0sec,,Blue Resolution (Quantum Mechanics Rainbow III) (2004),null,unknown
147354,20952-A057,4,004-Cafe con leche,4m 40sec,Ray Barretto,Salsac aliente (1998),null,Spa.
147355,124150-A044,7,007-,4m 7sec,, (2009),null,Chi.
147356,1053-A05,14,014-Percolatin' Blues,3m 26sec,Fowler's Favorites,"Jazz the World Forgot, Vol. I (unknown)",null,Eng.
147357,23568-A030,5,005-Peao que e Peao,3m 4sec,Rick & Renner,As 20 Mais De Rick & Renner (unknown),null,or.
147358,200933-A035,3,003-Happy?,3m 27sec,Intwine,40 Jaar Top 40 - 2003-2004,2004,unknown
147359,133559-A048,44,044-Fiddlesticks,0m 29sec,Martyn Laight,Cajun / Zydeco (unknown),null,Eng.
147360,225282-A047,9,"009-Zwesche Kuhl, Spinat un Kappes ...",3m 47sec,Black Fooss,Usjebomb (2008),null,Kol.
147361,195885-A061,10,010-Ride Like the Wind,3m 53sec,Another Glass,"Turn Up the Bass, Volume 17 (1992)",null,Eng.
147362,15217-A033,5,005-Cellophane Brain,6m 7sec,Gasolin',A Foreign Affair II (2002),null,Eng.
147363,103025-A020,2,002-The Way Is the Way Is the Way,4m 1sec,Ino Hidefumi,Lviing Message (2008),null,unknown
147364,5479-A05,2,001-Back to the Stree,3m 53sec,SePEED,Dear Friends 2 (2000),null,Jap.
147365,210671-A039,9,009-Ogni cosa a morte arriva,3m 45sec,Trinovox,Mediterranea (1997),null,unknown
147366,222187-A08,F1,0F1-Vijana Niambie,2m 45sec,William Osale,The African Guitar Box (2012),null,unknown
147367,178657-A052,10,010-Into Something New,unknown,Daystar,Daystar (unknown),null,rEng.
147368,-A,,"-Burlesque, Op. ",m sec,a  a," Preludes and Fugues for Piano, Op.  / Violin Sonata etc. (piano: a  a, cello:  , violin:  ) ()",null,Eng.
147369,unk.,7,007-Ere All Perish,5m 52sec,Barren Earth,Curse of the Red River (2010),null,Eng.
147370,45762-A034,12,012-Der Schreiber im Korb,2m 46sec,Die Streuner,Gebet eines Spielmanns (2002),null,Ger.
147371,160971-A059,7,007-Gone Gone Cold,unknown,Los Llamarada,Gone Gone Cold (2011),null,Eng.
147372,200572-A019,2,002-Here We Are,4m 37sec,Speed Limits,n.a.,null,Eng.
147373,14749-A010,4,004-Comrades,6m 35sec,Stark Reality,Now (unknown),null,Eng.
147374,69781-A056,10,"010-Semi Dolens (guitars: Monika Rost, Jurgen Rost)",3m 1sec,John Dowland,"The Instruments of Classical Music, Volume 10: The Guitar & Lute (1990)",null,Eng.
147375,150664-A050,9,009-To Be a Rockstar Is Just 13 Year Old Boy's Dream,unknown,The Frankenstone,A Kid's Refuge From the Adults (Adults Side) (unknown),null,Eng.
147376,166631-A066,11,   (feat. Dr. N-Drey),3m 11sec,, (2006),null,Rus.
147377,149196-A019,10,01-0Count Me Out,2m 12sec,Fabienne Delsol,On My Mind (2010),null,Eng.
147378,63054-A058,5,"005-Choral in B minor, M. 39",14m 53sec,Cesar Franck,The Organ Works of Cesar Franck (Jean Guillou) (1990),null,unknown
147379,70399-A056,3,003-Plastik I Skaj,1m 58sec,Sexbomba,"Hallo, to Ja",null,Pol.
147380,190767-A032,2,002-I CAN'T FLY,4m 2sec,,Decalcomanie (2012),null,Kor.
147381,110601-A050,4,004-I Bruise Easily,3m 47sec,Julie London,Feeling Good (1965),null,Eng.
147382,128600-A022,1,"Piano Sonata No. 12 in A-flat major, Op. 26 ""Funeral March"": I. Andante con Variazioni",7m 55sec,Ludwig Lvan Beethoven,Piano Sonatas (Eric Heidsieck) (1995),null,Eng.
147383,175886-A050,8,008-The Only Way to Find,2m 48sec,Prefuse 73 feat. Nico Turner,The Only She Chapters (2011),null,Eng.
147384,47598-A017,14,014-Teardrops (Fell Like Raindrops),2m 35sec,'Little' Jimmy Dickens,n.a.,null,Eng.
147385,3262-A038,16,016-These Things Take Time,2m 23sec,The Smiths,Louder Than Bombs (2006),null,Eng.
147386,136457-A067,5,005-Late Date,7m 17sec,Ben Webster & Oscar Peterson,Ben Webster & Oscar Peterson (2009),null,Eng.
147387,192281-A043,21,021-Si vola,4m 16sec,Arisa,Amami tour (u2012),null,Ita.
147388,33677-A05,4,004-Reservoir of Soul,4m 2sec,Dime Store Prophets,Love is Against the Grain (unknown),null,Eng.
147389,144396-A061,27,027-Contentment (b) (alternate),2m 36sec,Ian P. Livingstone,It's My Life (unknown),null,Eng.
147390,146766-A052,16,016-Costa Lotavus 2,1m 33sec,Tim Garland,Latin Holiday (2010),null,Eng.
147391,101992-A050,9,009- ,3m 38sec, ,    ...     (2002),null,Gre.
147392,223325-A065,7,007-Injected,2m 39sec,Brian May,Thirst: Original Motion Picture Soundtrack (1979),null,Eng.
147393,null,2,"002-""   -    -!""",2m 5sec,  ,  (1998),null,Rus.
147394,226721-A033,1,001-Muna vai kana,unknown,Betoniporsas,Rampatiraa (1998),null,Fin.
147395,27913-A020,19,019-Boranda,2m 45sec,Sergio Mendes,"The Bossa Nova Exciting Jazz Samba Rhythms, Vol. IV (2001)",null,Por.
147396,156502-A026,10,010-Ime andras,3m 44sec,Bouzouki Resital,Folk Music of Greece by High Composers (1994),null,unknown
147397,42966-A013,8,"008-Countdown (-1, alternate takes)",7m 56sec,John Coltrane,The Complete Mainstream 1958 Sessions (2004),null, Eng.
147398,91195-A035,3,003-Karjalan kunnailla,1m 52sec,"Matti Kontio, Eeva-Leena Sariola & Martti Pokela",Kantele (1990),null,Fin.
147399,48728-A068,9,009-Diente contra diente,3m 41sec,Koma,Criminal (2000),null,Spa.
147400,9858-A014,6,006-Cymbaline,4m 47sec,Pink Floyd,More (2001),null,Eng.
147401,55796-A043,9,009-Happiness Is Just Around the Bend (Alt),6m 32sec,Brian Auger,Best Of (disc 2) (unknown),null,Eng.
147402,68698-A021,4,004-You're a Mystery to Me,3m 29sec,Toronto,Get It on Credit (2002),null,Eng.
147403,180235-A013,A,How Ghosts Affect Relationships,3m 55sec,His Name Is Alive,How Ghosts Affect Relationships / If July (1990),null,Eng.
147404,87870-A038,2,002-An English Teacher,2m 55sec,Charles Strouse,Bye Bye Birdie (1960 original Broadway cast),1960,Eng.
147405,60626-A026,G,006-It's a Wonderful Life (Gonna Have a Good Time),3m 4sec,Fishbone,The Essential Fishbone (),null,Eng.
147406,155101-A023,27,027-Boppin' Bonnie,2m 2sec,Eddie Bond,"Rockabilly & Hillbilly Bop, Volume 03: Let's Go Boppin' Tonight (unknown)",null,Eng.
147407,81054-A010,4,004-Reunion,3m 54sec,Jason Collett,Do You Trust Your Friends? (2007),null,Eng.
147408,129-A010,9,009-Crossroads,6m 15sec,Cowboy Junkies,Whites Off Earth Now!! (2007),null,Eng.
147409,185523-A047,11,,4m 7sec,Sasha Alexander,"Whateverturnsuon, Vol. V (2000)",null,Eng.
147410,50955-A015,11,011-,unknown,,laughlove (2004),null,Jap.
147411,63097-A065,4,004-Felonious Junk,2m 48sec,Stephen Rippy,Age of Empires III (2005),null,unknown
147412,168597-A016,10,010-Je ne Nveux pas mourir,3m 55sec,Marka,L'etat c'est moi (unkown),null,unknown
147413,163064-A056,5,005-Out of Work,unknown,The Blind Shake,Seriousness (unknown),null,unknown
147414,118511-A062,2,002-Feel the Groove (club version),5m 1sec,Cartouche, Feel THE Groove (rmeix) (19q94),null,Eng.
147415,77688-A027,6,006911,3m 58sec,Franz Schubert,Winterreise (1995),null,Ger.
147416,55718-A038,1,001-Pop Star,2m 54sec,Reducers S.F.,Crappy Clubs and Smelly Pubs (2004),null,Eng.
147417,51114-A041,8,008-Man kann sein Herz nur einmal verschenken,unknown,Klaus Wunderlich,Illusion (unknown),null,Ger.
147418,151139-A023,2,002-Go With the Flow,7m 52sec,Weeks & Co,Rock Your World (unknown),null,Eng.
147419,211308-A014,2,002El merengue,2m 58sec,Celia Cruz,El Merengue (unknown),null,Spa.
147420,94135-A060,13,013-Hoy vivo por ti,4m 5sec,Tierra Santa,19972007,2007,Spa.
147421,80496-A023,16,016-Hostina blaznu,3m 53sec,Jablkon,Blazniva (2000),null,Cze.
147422,145491-A018,16,016-Medley: Second Hand Rose / Give Me the Simple Life / I Got Plenty of Nothin' / Brother Can You Spare a Dime? / Nobody Knows You When You're Down and Out / Second Hand Rose / The Best Things in Life Are Free,5m 42sec,Barbra Streisand,The Very Best of Barbra Streisand (2002),null,Eng.
147423,131072-A06,10,010-,4m 50sec,,ARCHIVE LOVERS (2007),null,Jap.
147424,89371-A055,4,004-  ,4m 50sec, , (2003),null,Rus.
147425,114353-A013,1,001-Monolith,6m 42sec,Brokk,Live 28 My 2004,20 04,Eng.
147426,152342-A032,22,022-Unwelcomed,0m 57sec,Pawe Baszczak,Chrome (unknown),null,Eng.
147427,177325-A018,13,013-Crazy (Loco),3m 12sec,Kid Ink,Up & Away (2012),null,Eng.
147428,131535-A02,74,074-Tom 6 (full mix),0m 10sec,Tomas Pergl,Production Fragments 2 (unknown),null,Eng.
147429,98240-A021,3,003-Magoo,1m 47sec,The Blakes,Daytrotter Session (2008),null,Eng.
147430,209738-A068,10,010-Young G's,3m 54sec,Biggie feat. Big Pun & Big L,Brooklyn Badboy (2010),null,Eng.
147431,194325-A02,9,009-KISSING YOU,3m 22sec,Girls' Generation,Into the new world: GIRLS' GENERATION THE 1ST ASIA TOUR (2010),null,unknown
147432,31197-A022,8,roove,4m 11sec,CDB,Nineties Complete (2000),null,Eng.
147433,210527-A06,18,018-Ela Ela,12m 5sec,Hugo Toxxx feat. Abdul 52 & Sermin,Rok psa (2008),n ull,Cze.
147434,100442-A045,9,null,3m 5sec,Geraldino,Die Neunte (unknown),null,Ger.
147435,207213-A013,11,011-Swollen,7m 26sec,Bent,10 anos de historia de la musica chillout (2010),null,Eng.
147436,106493-A036,3,003-Let It Snow! Let It Snow! Let It Snow!,3m 37sec,Carnie & Wendy Wilson,Unwrap the Magic - 2003 - Collection of Holiday Favourites,2003,Eng.
147437,55542-A023,3,003-Hi on You,3m 20sec,Sandrine,That's Me (2005),null,Eng.
147438,164239-A042,5,005-And He Knows,3m 25sec,one two three four,who's goin' down (unknown),null,Eng.
147439,45241-A054,8,008-Sunday in the Afternoon With You,5m 15sec,Aztec Two-Step,Days of Horses (unknown),null,Eng.
147440,125828-A031,7,007-Heavy Hangs the Albatross,3m 51sec,Alesana,The Emptiness,null,Eng.
147441,126699-A00,5,005-DirtyH Diana,4m 40sec,Michael Jackson,King of Pop: The Dutch Collection (2008),null,Eng.
147442,2812-A061,10,010-If U Can't Dance,3m 46sec,Spice Girls,Spice (1996),null,Eng.
147443,125127-A035,5,Das Kalkwerk: Teil 5,3m 59sec,Thomas Bernhard,Das Kalkwerk (gelesen von Ulrich Matthes) (2002),null,Ger.
147444,65157-A058,8,008-Whiskey in the Jar,6m 0sec,Last Night's Fun,Tempered (2004),null,Eng.
147445,61918-A035,5,005-Guerra al consumo,0m 42sec,Migra Violenta,Holocausto capitalista (2005),null,Spa.
147446,104167-A035,3,003-Tied to Stone,5m 8sec,Prurient,Adam Tied to Stone (2012),null,Eng.
147447,153216-A033,3,003-Fever,2m 52sec,Junior Byles & The Upsetters,Curly Locks: Best of 1970-1976 (1997),null,Eng.
147448,128031-A025,4,"Piano Quintet in A major, Op. 114 D. 667 ""Trout Quintet"": 5. Finale: Allegro giusto",6m 34sec,Eng.,"The Greatest Classical Collection, Vol. II (unknown)",null,Eng.
147449,182783-A034,5,005-Box of Delights (main),0m 59sec,Marc F. Teitler,Tangled Tales (unknown),null,Eng.
147450,142346-A034,9,009-Roter Wein,3m 18sec,Ivan Rebroff,Fruhling in der Taiga (1998),null,Ger.
147451,88828-A041,7,007-Canon in D (Pachelbel),2m 55sec,Miller-Rowe Consort,What Child Is This? (1993),null,Eng.
147452,116327-A032,8,008-Some People,3m 34sec,Ron Sexsmith & The Uncool,Grand Opera Lane (2002),null,Eng.
147453,115582-A065,4,004-Aqua De BeBer,7m 30sec,Jazz Efterratt,Nakousnuto (unknown),null,unknown
147454,61541-A029,9,008-Salto Mortale,2m 57sec, ,Erwtiko Kourdisma (unknown),null,Gre.
147455,29491-A048,6,006-The Bottle,5m 6sec,Gil_Scott-Heron_&_Brian_Jackson,"Dance Classics, Vol. XIV (1989)",null,Eng.
147456,32509-A035,10,010-Mozinor 92,5m 15sec,Signal Electrique,Chip Jockey n3 (2004),null,En.
147457,null,5,005-A Teenager in Love,unknown,Dion & The Belmonts,The Best of Boppin' 50's (1989),null,Eng.
147458,172802-A047,9,009-Broadcast News,2m 8sec,Pierre Pinto,"Multimedia Themes, Vol. II (unkonwn)",null,Eng.
147459,131870-A020,2,002-Infected (New Version),5m 7sec,The The,Love Is Stronger Than Death (1993),null,Eng.
147460,234380-A08,20,019-So Fly!,4m 54sec,"Sleep Dank feat. Keak da Sneak, San Quinn & Reverand P. Dogg","The Bookalation: Murder Book Author, Part II (2002)",null,Eng.
147461,194651-A050,7,007-A Lei Sou Eu,4m 23sec,Egotrip,Egotrip (1987),null,Por.
147462,188912-A047,8,008-Soleil,3m 30sec,PZK feat. Dogg Soso,La Loi de la jungle (2012),null,Fre.
147463,142964-A021,20,020-Hey Hey You You,6m 1sec,,JOHNNY HEAVEN (2007),null,Jap.
147464,159918-A060,4,004-Scratch My Back-Pretty Baby,10m 23sec,The Fabulous Thunderbirds,Live_Milwaukee_Summerfest_(unknown),null,Eng.
147465,153983-A067,10,010-Thor,2m 48sec,Seal of Quality,Fate Paatterns (unknown),null,Eng.
147466,59592-A01,2,003-Pikku juttuja,3m 17sec,Pikku G,Suora lahetys (2004),null,Fiin.
147467,35011-A064,15,015-Return to Dump,4m 4sec,Dump,A Plea for Tenderness (1998),null,Eng.
147468,166141-A021,7,007-Miss America,2m 20sec,Dante & His Friends,"The Vinny Catalano Story, Vol. II (2000)",null,Eng.
147469,128284-A050,3,003-die zen-maschine,0m 48sec,wellenformreiter,die reine lehre - 42 elektronische etuden (2004),null,Gerr.
147470,56533-A058,10,010-Sophocles Rap,1m 44sec,Scandaliz Vandalistz,A Real Band demo (2005),null,Eng.
147471,15483-A025,1,001-Phantom of the Opera,4m 20sec,Andrew Lloyd Webber,"The Music of Andrew Lloyd Webber, Vol. III (unknown)",null,Eng.
147472,188168-A045,9,009-To Us Tonight,unknown,The Adicts,All the Young Droogs (unknown),null,ng.
147473,139036-A057,5,005-Guilty Pleasure,3m 37sec,BECCA,Alive!! (2009),null,Jap.
147474,71410-A07,3,003-I Can't Decide,2m 46sec,Scissor Sisters,Ta-Dah (2006),null,Eng.
147475,84586-A021,4,004-Magia (Faze Action Horny mix),7m 45sec,Banda Black Rio,Brazilian Beats 4 (2003),null,Por.
147476,35372-A016,10,010-I Will Win,5m 19sec,Aaron Wat ers,Mighty Morphin Power Rangers The Album: A Rock Adventure (1994),null,Eng.
147477,4600-A03,3,003-The Headless Game,5m 33sec,Edguy,Theater of Salvation (1999),null,Eng.
147478,98208-A061,12,012,0m 57sec,Frank Boeijen,Het spokende lied (unknown),null,Dut.
147479,28509-A059,22,022-Perspice Christicola,1m 11sec,Cloin Towns,Cadfael (unknown),null,Eng.
147480,44502-A068,5,005-Set the Pace,4m 10sec,Mindware,Shut It Down (2004),null,Eng.
147481,181876-A033,4,004-Misterioso for Clarinet and Piano,19m 35sec,Valentin Silvestrov,Misterioso (2006),null,unknown
147482,192165-A030,10,010-One Lazy Sunday Afternoon in 1984,unknown,Cuban Boys,The Junkyard Satellite (2008),null, Eng.
147483,10303-A020,8,008-Manhattan Underground,3m 55sec,Scott Csosu,Windham Hill Sampler '89 (1989),null,Eng.
147484,92521-A05,2,002-Outside the Rain Falls,4m 49sec,The Blue Seeds,The Blue Seeds (2008),null,Eng.
147485,212826-A07,B1,0B1-Toccata,9m 10sec,Jaga Jazzist,One-Armed Bandit f(2010),null,Eng.
147486,79873-A049,6,006-Like I Used To (feat. Tampa Tony),unknown,J-Shin,All I Got Is Love (2006),null,Eng.
147487,unknown,9,009-Ljudet av ett annat hjarta,3m 54sec,Gyllene Tider,Instant Hits 1979-1989!,1989,unknown
147488,84517-A010,1,001-Langebro,3m 22sec,Gasolin',The Black Box (2003),null,Da.
147489,17598-A021,1,001-Kindhearted Woman Blues,2m 52sec,Robert Johnson,The Legendary Blues Singer (1992),null,Eng.
147490,56907-A023,1,001-GVD,2m 58sec,Jovink en de Voederbietels,Eenzaam aan de top (1996),null,Dut.
147491,825-A01,10,010-Farewell Blues,7m 28sec,Ken Peplowski,Grenadilla (unknown),null,unknown
147492,173650-A042,12,012-Another National Anthem,5m 27sec,Stephen Sondheim,Assassins (2004 Broadway cast),2004,Eg.
147493,88814-A01,12,012-Waiting Theme 5,2m 37sec,tomandandy,Right at Your Door (unnown),null,Eng.
147494,143588-A043,4,,6m 9sec,DJ Hidden,The Later After (2007),null,Eng.
147495,110525-A048,11,011-Siyah Martlar,4m 17sec,nem,Guneste Yalnz (2006),null,Tur.
147496,118248-A059,9,009-I'm Not Feeling Human,3m 48sec,The Olivia Tremor Control,"1999-04-08: Cat's Cradle, Carrboro, NC, USA (unknown)",null,Eng.
147497,8770-A014,6,"006-Roots, Rock, Reggae",3m 38sec,Bob Mariley & The Wailers,One Love: The Very Best Of (2001),null,Eng.
147498,72321-A062,3,003-Loyalty to the Tyrant,1m 51sec,Acerbus,Emanating Darkneess (2000),null,ng.
147499,56298-A015,2,002-XL Get Off Me,4m 13sec,XL Middleton,...aka Matthew Middleton (2003),null,Eng.
147500,,3,003-Raczej inaczej,5m 27sec,Reni J.,Trans Misja (2003),null,Pol.
147501,56054-A012,4,004-Toistuva liike,3m 44sec,M.A. Numminen,Rytmirunoja (2002),null,Fin.
147502,170037-A022,2,002-Not knowing if it will be agony or comfort for us,1m 28sec,Keiji Haino with Boris,Black: Implication Flooding (1998),null,Eng.
147503,114023-A026,8,008-In My Bones,2m 41sec,Grand Salvo,The Temporal Wheel (2005),null,Eng.
147504,222713-A013,5,005-Santa Claus Is Coming to Town,2m 40sec,Tony Bennett,Stars At Christmas (disc 1) (unknown),null,Eng.
147505,188268-A034,7,007-Comme un loser,4m 38sec,Renaud ''Papillon'' Paravel,Ecris ca quelque part (2011),null,Fre.
147506,221583-A070,5,005-Chapter - A Rat Who Knows Her Name,4m 23sec,"Kate DiCamillo, read by Graeme Malcolm",The Tale of Despereaux (unknown),null,Eng.
147507,200821-A068,10,010-In Search Of,5m 15sec,Miike Snow,Miike Snow (2009),null,Eng.
